run_id,track,env_id,algorithm,setting_name,seed,total_timesteps,eval_freq,n_eval_episodes_train,n_eval_episodes_final,policy,use_vecnormalize,normalize_obs,normalize_reward,hyperparams_json,status,start_time,end_time,wall_clock_seconds,device,python_version,gymnasium_version,mujoco_version,stable_baselines3_version,sb3_contrib_version,torch_version,cuda_available,gpu_name,git_commit,model_path,tensorboard_path,train_eval_csv_path,final_eval_csv_path,notes
HalfCheetah-v5__SAC__tuned_1m__ls25k__seed2__steps1000000,tuned_1m,HalfCheetah-v5,SAC,ls25k,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T22:52:29.104669,2026-06-29T05:28:09.494090,23740.39,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__SAC__tuned_1m__ls25k__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_1m__ls25k__seed2__steps1000000__train_eval.csv,,
HalfCheetah-v5__SAC__tuned_screen__ls10k__seed0__steps300000,tuned_screen,HalfCheetah-v5,SAC,ls10k,0,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T17:44:55.970090,2026-06-28T18:33:15.724191,2899.75,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__SAC__tuned_screen__ls10k__seed0__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_screen__ls10k__seed0__steps300000__train_eval.csv,,
Walker2d-v5__TQC__default_1m__sb3default__seed1__steps1000000,default_1m,Walker2d-v5,TQC,sb3default,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2}",complete,2026-06-28T14:36:50.468542,2026-06-28T16:56:05.837286,8355.37,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__TQC__default_1m__sb3default__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__TQC__default_1m__sb3default__seed1__steps1000000__train_eval.csv,,
Walker2d-v5__TQC__default_1m__sb3default__seed0__steps1000000,default_1m,Walker2d-v5,TQC,sb3default,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2}",complete,2026-06-28T12:25:33.181535,2026-06-28T14:36:50.346917,7877.17,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__TQC__default_1m__sb3default__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__TQC__default_1m__sb3default__seed0__steps1000000__train_eval.csv,,
HalfCheetah-v5__TQC__default_1m__sb3default__seed1__steps1000000,default_1m,HalfCheetah-v5,TQC,sb3default,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2}",complete,2026-06-28T09:45:37.700427,2026-06-28T12:03:25.058061,8267.36,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__TQC__default_1m__sb3default__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__TQC__default_1m__sb3default__seed1__steps1000000__train_eval.csv,,
HalfCheetah-v5__TD3__tuned_1m__sigma010__seed0__steps1000000,tuned_1m,HalfCheetah-v5,TD3,sigma010,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__TD3__tuned_1m__sigma010__seed0__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TD3__tuned_1m__sigma010__seed1__steps1000000,tuned_1m,HalfCheetah-v5,TD3,sigma010,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__TD3__tuned_1m__sigma010__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TD3__tuned_1m__sigma010__seed2__steps1000000,tuned_1m,HalfCheetah-v5,TD3,sigma010,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__TD3__tuned_1m__sigma010__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__SAC__default_1m__sb3default__seed2__steps1000000,default_1m,Walker2d-v5,SAC,sb3default,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-28T00:49:17.258494,2026-06-28T03:01:50.981425,7953.72,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__SAC__default_1m__sb3default__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__default_1m__sb3default__seed2__steps1000000__train_eval.csv,,
Walker2d-v5__SAC__default_1m__sb3default__seed1__steps1000000,default_1m,Walker2d-v5,SAC,sb3default,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T22:36:48.471047,2026-06-28T00:49:17.183808,7948.71,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__SAC__default_1m__sb3default__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__default_1m__sb3default__seed1__steps1000000__train_eval.csv,,
Walker2d-v5__SAC__default_1m__sb3default__seed0__steps1000000,default_1m,Walker2d-v5,SAC,sb3default,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T20:24:09.980776,2026-06-27T22:36:48.399296,7958.42,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__SAC__default_1m__sb3default__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__default_1m__sb3default__seed0__steps1000000__train_eval.csv,,
Hopper-v5__SAC__default_1m__sb3default__seed4__steps1000000,default_1m,Hopper-v5,SAC,sb3default,4,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T18:16:07.427056,2026-06-27T20:24:09.910334,7682.48,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__SAC__default_1m__sb3default__seed4__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__default_1m__sb3default__seed4__steps1000000__train_eval.csv,,complete_extra_seed_appendix
Walker2d-v5__DDPG__tuned_screen__normal_sigma010__seed1__steps300000,tuned_screen,Walker2d-v5,DDPG,normal_sigma010,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__DDPG__tuned_screen__normal_sigma010__seed1__steps300000.zip,,,,reconciled
HalfCheetah-v5__TD3__tuned_screen__sigma005__seed0__steps300000,tuned_screen,HalfCheetah-v5,TD3,sigma005,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__TD3__tuned_screen__sigma005__seed0__steps300000.zip,,,,reconciled
HalfCheetah-v5__TD3__tuned_screen__sigma005__seed1__steps300000,tuned_screen,HalfCheetah-v5,TD3,sigma005,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__TD3__tuned_screen__sigma005__seed1__steps300000.zip,,,,reconciled
Hopper-v5__TD3__tuned_screen__sigma005__seed0__steps300000,tuned_screen,Hopper-v5,TD3,sigma005,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__TD3__tuned_screen__sigma005__seed0__steps300000.zip,,,,reconciled
Hopper-v5__TD3__tuned_screen__sigma005__seed1__steps300000,tuned_screen,Hopper-v5,TD3,sigma005,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__TD3__tuned_screen__sigma005__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__SAC__tuned_1m__ls10k__seed1__steps1000000,tuned_1m,Walker2d-v5,SAC,ls10k,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-29T07:57:50.109643,2026-06-29T14:06:35.797683,22125.69,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__SAC__tuned_1m__ls10k__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_1m__ls10k__seed1__steps1000000__train_eval.csv,,
Walker2d-v5__SAC__tuned_1m__ls10k__seed2__steps1000000,tuned_1m,Walker2d-v5,SAC,ls10k,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-29T07:57:50.109643,2026-06-29T14:07:32.025814,22181.92,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__SAC__tuned_1m__ls10k__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_1m__ls10k__seed2__steps1000000__train_eval.csv,,
Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed1__steps1000000,tuned_1m,Walker2d-v5,TQC,drop2_critics2,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2, ""policy_kwargs"": {""net_arch"": [256, 256], ""n_quantiles"": 25, ""n_critics"": 2, ""use_sde"": false}}",complete,2026-06-29T07:57:50.109643,2026-06-29T14:17:54.502532,22804.39,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed1__steps1000000__train_eval.csv,,
Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed2__steps1000000,tuned_1m,Walker2d-v5,TQC,drop2_critics2,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2, ""policy_kwargs"": {""net_arch"": [256, 256], ""n_quantiles"": 25, ""n_critics"": 2, ""use_sde"": false}}",complete,2026-06-29T07:57:50.089195,2026-06-29T14:18:06.942632,22816.85,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed2__steps1000000__train_eval.csv,,
Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed0__steps1000000,tuned_1m,Walker2d-v5,TQC,drop2_critics2,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""top_quantiles_to_drop_per_net"": 2, ""policy_kwargs"": {""net_arch"": [256, 256], ""n_quantiles"": 25, ""n_critics"": 2, ""use_sde"": false}}",complete,2026-06-29T07:57:50.112258,2026-06-29T14:18:18.907564,22828.8,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__TQC__tuned_1m__drop2_critics2__seed0__steps1000000__train_eval.csv,,
HalfCheetah-v5__SAC__tuned_screen__ls25k__seed1__steps300000,tuned_screen,HalfCheetah-v5,SAC,ls25k,1,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-28T20:10:12.218352,2026-06-28T21:38:19.599411,5287.38,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__SAC__tuned_screen__ls25k__seed1__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_screen__ls25k__seed1__steps300000__train_eval.csv,,
Walker2d-v5__SAC__tuned_screen__ls10k__seed1__steps300000,tuned_screen,Walker2d-v5,SAC,ls10k,1,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-28T20:10:12.087851,2026-06-28T21:37:35.922739,5243.83,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__SAC__tuned_screen__ls10k__seed1__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_screen__ls10k__seed1__steps300000__train_eval.csv,,
Walker2d-v5__TD3__tuned_screen__sigma010__seed1__steps300000,tuned_screen,Walker2d-v5,TD3,sigma010,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__TD3__tuned_screen__sigma010__seed1__steps300000.zip,,,,reconciled
Hopper-v5__SAC__tuned_1m__ls25k__seed2__steps1000000,tuned_1m,Hopper-v5,SAC,ls25k,2,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T22:52:29.083640,2026-06-29T05:24:55.997303,23546.91,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__SAC__tuned_1m__ls25k__seed2__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__tuned_1m__ls25k__seed2__steps1000000__train_eval.csv,,
Walker2d-v5__SAC__tuned_screen__ls25k__seed1__steps300000,tuned_screen,Walker2d-v5,SAC,ls25k,1,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T21:37:43.300819,2026-06-28T22:52:16.542560,4473.24,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__SAC__tuned_screen__ls25k__seed1__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_screen__ls25k__seed1__steps300000__train_eval.csv,,
Hopper-v5__SAC__tuned_screen__ls25k__seed1__steps300000,tuned_screen,Hopper-v5,SAC,ls25k,1,300000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T21:36:23.389482,2026-06-28T22:51:40.266246,4516.88,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__SAC__tuned_screen__ls25k__seed1__steps300000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_screen,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__tuned_screen__ls25k__seed1__steps300000__train_eval.csv,,
HalfCheetah-v5__SAC__default_1m__sb3default__seed3__steps1000000,default_1m,HalfCheetah-v5,SAC,sb3default,3,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-26T18:17:28.960979,2026-06-26T21:39:50.018766,12141.06,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__SAC__default_1m__sb3default__seed3__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__default_1m__sb3default__seed3__steps1000000__train_eval.csv,,complete_extra_seed_appendix
Hopper-v5__PPO__default_1m__sb3default__seed0__steps1000000,default_1m,Hopper-v5,PPO,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__PPO__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
HalfCheetah-v5__PPO__default_1m__sb3default__seed2__steps1000000,default_1m,HalfCheetah-v5,PPO,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__PPO__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__PPO__default_1m__sb3default__seed1__steps1000000,default_1m,HalfCheetah-v5,PPO,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__PPO__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__PPO__default_1m__sb3default__seed0__steps1000000,default_1m,HalfCheetah-v5,PPO,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__PPO__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
HalfCheetah-v5__SAC__tuned_1m__ls25k__seed0__steps1000000,tuned_1m,HalfCheetah-v5,SAC,ls25k,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T22:52:29.117317,2026-06-29T05:27:54.620224,23725.5,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__SAC__tuned_1m__ls25k__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_1m__ls25k__seed0__steps1000000__train_eval.csv,,
